epoch_index,timestamp_start,timestamp_end,event_type,RR_mean,RR_std,amplitude,motion_score_mean,HR_mean
0,0.0,29.6,Motion,0.6505,0.3517,1.2868,0.5126,72.01
1,15.2,44.8,Motion,0.6705,0.3524,1.2868,0.5178,72.03
2,30.4,60.0,Motion,0.693,0.336,1.2457,0.5202,71.73
3,45.6,75.2,Motion,0.7141,0.345,1.4538,0.5289,71.45
4,60.8,90.4,Motion,0.6992,0.3589,1.445,0.5347,71.6
5,76.0,105.6,Motion,0.6877,0.3466,1.4202,0.5348,71.51
6,91.2,120.8,Motion,0.6787,0.3467,1.2774,0.5441,71.26
7,106.4,136.0,Motion,0.6845,0.3431,1.2658,0.5386,71.26
8,121.6,151.2,Motion,0.6872,0.3262,1.1631,0.5304,71.27
9,136.8,166.4,Motion,0.6668,0.3486,1.3153,0.5262,71.02
10,152.0,181.6,Motion,0.6496,0.3607,1.3153,0.5165,70.92
11,167.2,196.8,Motion,0.6691,0.3512,1.3349,0.5153,70.97
12,182.4,212.0,Motion,0.6801,0.3545,1.3547,0.5178,70.95
13,197.6,227.2,Motion,0.6588,0.3631,1.3447,0.5275,70.7
14,212.8,242.4,Motion,0.6596,0.3511,1.2204,0.5255,70.46
15,228.0,257.6,Motion,0.6684,0.341,1.2815,0.5209,70.31
16,243.2,272.8,Motion,0.6932,0.3374,1.3102,0.5362,70.18
17,258.4,288.0,Motion,0.7087,0.3302,1.3956,0.5386,70.07
18,273.6,303.2,Motion,0.72,0.3507,1.4156,0.5344,70.04
19,288.8,318.4,Motion,0.6883,0.3574,1.3502,0.5277,70.05
20,304.0,333.6,Motion,0.6798,0.3377,1.2765,0.5048,69.84
21,319.2,348.8,Motion,0.6894,0.3584,1.4561,0.5176,69.65
22,334.4,364.0,Motion,0.6597,0.3454,1.4963,0.5326,69.61
23,349.6,379.2,Motion,0.6761,0.3296,1.3299,0.522,69.46
24,364.8,394.4,Motion,0.6848,0.3733,1.349,0.5201,69.54
25,380.0,409.6,Motion,0.6724,0.3623,1.304,0.5317,69.52
26,395.2,424.8,Motion,0.6932,0.3472,1.3036,0.5166,69.33
27,410.4,440.0,Motion,0.6856,0.3468,1.2384,0.4984,69.01
28,425.6,455.2,Motion,0.6639,0.3332,1.1323,0.5095,68.95
29,440.8,470.4,Motion,0.6584,0.3343,1.1747,0.5029,68.97
30,456.0,485.6,Motion,0.6604,0.3544,1.3017,0.4975,68.79
31,471.2,500.8,Motion,0.6778,0.3629,1.3527,0.5121,68.74
32,486.4,516.0,Motion,0.6526,0.3564,1.3652,0.5028,68.58
33,501.6,531.2,Motion,0.6652,0.3682,1.2854,0.4951,68.4
34,516.8,546.4,Motion,0.678,0.3496,1.2861,0.5164,68.39
35,532.0,561.6,Motion,0.6906,0.3456,1.4966,0.5094,68.37
36,547.2,576.8,Motion,0.6888,0.3618,1.4975,0.514,68.14
37,562.4,592.0,Motion,0.6898,0.3347,1.3168,0.4886,68.19
38,577.6,607.2,Motion,0.6799,0.3472,1.2737,0.5053,68.13
39,592.8,622.4,Motion,0.6937,0.3619,1.2837,0.5024,67.87
40,608.0,637.6,Motion,0.6686,0.3522,1.1945,0.4749,67.86
41,623.2,652.8,Motion,0.6749,0.3405,1.1846,0.4962,67.73
42,638.4,668.0,Motion,0.6841,0.3291,1.2016,0.4874,67.57
43,653.6,683.2,Motion,0.6739,0.3291,1.244,0.4951,67.51
44,668.8,698.4,Motion,0.7272,0.3538,1.3398,0.5013,67.39
45,684.0,713.6,Motion,0.7441,0.3625,1.339,0.5061,67.11
46,699.2,728.8,Motion,0.6969,0.3479,1.2988,0.5097,67.08
47,714.4,744.0,Motion,0.6849,0.3388,1.3687,0.5013,67.21
48,729.6,759.2,Motion,0.69,0.3501,1.3687,0.4852,67.12
49,744.8,774.4,Motion,0.6932,0.3474,1.2396,0.4735,66.85
50,760.0,789.6,Motion,0.6911,0.3549,1.2669,0.4872,66.78
51,775.2,804.8,Motion,0.6737,0.343,1.2727,0.4872,66.59
52,790.4,820.0,Motion,0.658,0.3406,1.2834,0.4747,66.44
53,805.6,835.2,Motion,0.673,0.3598,1.3197,0.4691,66.49
54,820.8,850.4,Motion,0.6775,0.3633,1.3191,0.4743,66.32
55,836.0,865.6,Motion,0.6876,0.3588,1.3147,0.4859,66.19
56,851.2,880.8,Motion,0.6868,0.3486,1.3053,0.4723,66.4
57,866.4,896.0,Motion,0.6587,0.3365,1.2208,0.4596,66.29
58,881.6,911.2,Motion,0.6718,0.363,1.2558,0.4574,64.72
59,896.8,926.4,Motion,0.6898,0.3688,1.3865,0.4579,63.19
60,912.0,941.6,Motion,0.7019,0.3419,1.3865,0.4628,62.95
61,927.2,956.8,Motion,0.6923,0.3454,1.2741,0.464,62.88
62,942.4,972.0,Motion,0.6741,0.3746,1.426,0.4701,62.75
63,957.6,987.2,Motion,0.6831,0.3649,1.426,0.4686,62.94
64,972.8,1002.4,Motion,0.6578,0.3357,1.1511,0.4755,62.86
65,988.0,1017.6,Motion,0.676,0.3393,1.4108,0.4774,62.57
66,1003.2,1032.8,Motion,0.6921,0.3309,1.4148,0.4668,62.61
67,1018.4,1048.0,Motion,0.6774,0.3167,1.1483,0.4607,62.78
68,1033.6,1063.2,Motion,0.6926,0.3473,1.3436,0.4543,62.66
69,1048.8,1078.4,Motion,0.675,0.3808,1.3606,0.4624,62.69
70,1064.0,1093.6,Motion,0.6642,0.3786,1.3606,0.466,62.72
71,1079.2,1108.8,Motion,0.6841,0.3729,1.3628,0.4522,62.6
72,1094.4,1124.0,Motion,0.6994,0.353,1.3599,0.4568,62.66
73,1109.6,1139.2,Motion,0.6894,0.3414,1.3486,0.4558,62.75
74,1124.8,1154.4,Motion,0.6803,0.3562,1.3767,0.4627,62.55
75,1140.0,1169.6,Motion,0.6888,0.3486,1.2749,0.4689,62.39
76,1155.2,1184.8,Motion,0.7059,0.3483,1.316,0.4539,62.66
77,1170.4,1200.0,Motion,0.7103,0.3592,1.4437,0.4462,62.87
78,1185.6,1215.2,Motion,0.6795,0.3344,1.4909,0.4593,62.67
79,1200.8,1230.4,Motion,0.6393,0.3341,1.3098,0.469,62.46
80,1216.0,1245.6,Motion,0.6335,0.349,1.3084,0.4652,62.52
81,1231.2,1260.8,Motion,0.6633,0.3509,1.3334,0.4517,62.47
82,1246.4,1276.0,Motion,0.6978,0.3396,1.3667,0.45,62.25
83,1261.6,1291.2,Motion,0.6869,0.3508,1.3916,0.4625,62.34
84,1276.8,1306.4,Motion,0.6434,0.3621,1.3916,0.4629,62.55
85,1292.0,1321.6,Motion,0.6384,0.3428,1.2757,0.4464,62.52
86,1307.2,1336.8,Motion,0.6593,0.3539,1.3334,0.4385,62.33
87,1322.4,1352.0,Motion,0.6659,0.3544,1.3334,0.4527,62.29
88,1337.6,1367.2,Motion,0.6636,0.3513,1.3772,0.4619,62.37
89,1352.8,1382.4,Motion,0.6658,0.3616,1.4275,0.4596,62.32
90,1368.0,1397.6,Motion,0.6627,0.3636,1.3563,0.4686,61.98
91,1383.2,1412.8,Motion,0.6626,0.3429,1.2049,0.4847,62.06
92,1398.4,1428.0,Motion,0.6642,0.3577,1.3868,0.4597,62.15
93,1413.6,1443.2,Motion,0.6803,0.3521,1.3868,0.453,61.97
94,1428.8,1458.4,Motion,0.6953,0.3436,1.256,0.4573,62.07
95,1444.0,1473.6,Motion,0.6691,0.3431,1.399,0.4498,62.16
96,1459.2,1488.8,Motion,0.6696,0.3356,1.3852,0.4555,62.14
97,1474.4,1504.0,Motion,0.6814,0.3389,1.229,0.4502,62.03
98,1489.6,1519.2,Motion,0.6695,0.3739,1.3064,0.4479,61.9
99,1504.8,1534.4,Motion,0.668,0.3584,1.3103,0.4491,61.83
100,1520.0,1549.6,Motion,0.6658,0.3291,1.2199,0.4478,61.8
101,1535.2,1564.8,Motion,0.6633,0.3429,1.3207,0.4503,61.8
102,1550.4,1580.0,Motion,0.6564,0.3449,1.3359,0.4526,61.63
103,1565.6,1595.2,Motion,0.6478,0.3382,1.2046,0.4475,61.45
104,1580.8,1610.4,Motion,0.6541,0.3474,1.231,0.456,61.49
105,1596.0,1625.6,Motion,0.6631,0.3388,1.2071,0.4382,61.6
106,1611.2,1640.8,Motion,0.6508,0.3297,1.2895,0.4342,61.73
107,1626.4,1656.0,Motion,0.6729,0.3511,1.3442,0.4325,61.63
108,1641.6,1671.2,Motion,0.6628,0.345,1.3442,0.4363,61.37
109,1656.8,1686.4,Motion,0.6797,0.342,1.227,0.4443,61.23
110,1672.0,1701.6,Motion,0.669,0.347,1.2773,0.4232,61.27
111,1687.2,1716.8,Motion,0.667,0.3452,1.2841,0.4295,61.28
112,1702.4,1732.0,Motion,0.6844,0.3369,1.2256,0.444,61.15
113,1717.6,1747.2,Motion,0.6672,0.3406,1.2197,0.445,61.1
