epoch_index,timestamp_start,timestamp_end,motion_type,motion_score,posture_label,posture_confidence,associated_sleep_event
0,0.0,14.95,Still,0.0,Unknown,0.489,
1,7.5,22.45,Still,0.0,Unknown,0.444,
2,15.0,29.95,Still,0.0,Unknown,0.452,
3,22.5,37.45,Still,0.0,Unknown,0.451,
4,30.0,44.95,Still,0.0,Unknown,0.447,
5,37.5,52.45,Still,0.0,Unknown,0.455,
6,45.0,59.95,Still,0.0,Unknown,0.415,
7,52.5,67.45,Still,0.0,Unknown,0.404,
8,60.0,74.95,Still,0.0,Unknown,0.451,
9,67.5,82.45,Still,0.0,Unknown,0.451,
10,75.0,89.95,Still,0.0,Unknown,0.447,
11,82.5,97.45,Still,0.0,Unknown,0.402,
12,90.0,104.95,Still,0.0,Unknown,0.369,
13,97.5,112.45,Still,0.0,Unknown,0.424,
14,105.0,119.95,Still,0.0,Unknown,0.453,
15,112.5,127.45,Still,0.0,Unknown,0.453,
16,120.0,134.95,Still,0.0,Unknown,0.441,
17,127.5,142.45,Still,0.0,Unknown,0.439,
18,135.0,149.95,Still,0.0,Unknown,0.45,
19,142.5,157.45,Still,0.0,Unknown,0.449,
20,150.0,164.95,Still,0.0,Unknown,0.446,
21,157.5,172.45,Still,0.0,Unknown,0.429,
22,165.0,179.95,Still,0.0,Unknown,0.43,
23,172.5,187.45,Still,0.0,Unknown,0.45,
24,180.0,194.95,Still,0.0,Unknown,0.446,
25,187.5,202.45,Still,0.0,Unknown,0.446,
26,195.0,209.95,Still,0.0,Unknown,0.446,
27,202.5,217.45,Still,0.0,Unknown,0.452,
28,210.0,224.95,Still,0.0,Unknown,0.456,
29,217.5,232.45,Still,0.0,Unknown,0.456,
30,225.0,239.95,Still,0.0,Unknown,0.445,
31,232.5,247.45,Still,0.0,Unknown,0.442,
32,240.0,254.95,Still,0.0,Unknown,0.446,
33,247.5,262.45,Still,0.0,Unknown,0.442,
34,255.0,269.95,Still,0.0,Unknown,0.44,
35,262.5,277.45,Still,0.0,Unknown,0.44,
36,270.0,284.95,Still,0.0,Unknown,0.441,
37,277.5,292.45,Still,0.0,Unknown,0.441,
38,285.0,299.95,Still,0.0,Unknown,0.44,
39,292.5,307.45,Still,0.0,Unknown,0.442,
40,300.0,314.95,Still,0.0,Unknown,0.441,
41,307.5,322.45,Still,0.0,Unknown,0.443,
42,315.0,329.95,Still,0.0,Unknown,0.445,
43,322.5,337.45,Still,0.0,Unknown,0.443,
44,330.0,344.95,Still,0.0,Unknown,0.428,
45,337.5,352.45,Still,0.0,Unknown,0.428,
46,345.0,359.95,Still,0.0,Unknown,0.442,
47,352.5,367.45,Still,0.0,Unknown,0.44,
48,360.0,374.95,Still,0.0,Unknown,0.448,
49,367.5,382.45,Still,0.0,Unknown,0.449,
50,375.0,389.95,Still,0.0,Unknown,0.438,
51,382.5,397.45,Still,0.0,Unknown,0.442,
52,390.0,404.95,Still,0.0,Unknown,0.441,
53,397.5,412.45,Still,0.0,Unknown,0.442,
54,405.0,419.95,Still,0.0,Unknown,0.43,
55,412.5,427.45,Still,0.0,Unknown,0.652,
56,420.0,434.95,Still,0.0,Unknown,0.652,
57,427.5,442.45,Still,0.0,Unknown,0.652,
58,435.0,449.95,Still,0.0,Unknown,0.652,
59,442.5,457.45,Still,0.0,Unknown,0.652,
60,450.0,464.95,Still,0.0,Unknown,0.652,
61,457.5,472.45,Still,0.0,Unknown,0.652,
62,465.0,479.95,Still,0.0,Unknown,0.652,
63,472.5,487.45,Still,0.0,Unknown,0.652,
64,480.0,487.85,Still,0.0,Unknown,0.652,
