Timestamp,Run,Rows,Avg_HR_clean,Avg_RR_clean,Avg_Range,Range_SD,HR_SD,RR_SD,HR_P2P,RR_P2P,Range_Slope,SQI,Final_Accurate_HR,HR_Class,RR_Class,Stress_Class
20-01-2026 18:15,1.0,20,57.1,16.4,0.307,0.025,4.792375000742134,2.196279048011429,12.976886093964989,-1.070888455513833,-0.007139457934680722,21.58906717556175,76.92,Normal,Normal,Very High Stress
20-01-2026 18:15,2.0,20,86.2,16.4,0.428,0.127,5.006075643369677,0.9886742795155582,6.533941116405712,4.747013057336137,-0.0038914591179091003,13.708318689263729,106.02000000000001,Elevated,Normal,Very High Stress
20-01-2026 18:15,3.0,20,100.0,16.4,0.416,0.065,3.6226441979751494,0.760204057522527,11.41703990909944,2.083911503002085,0.008749630462658064,9.435296926875658,119.82,High,Normal,Very High Stress
20-01-2026 18:15,4.0,20,98.2,16.9,0.333,0.071,3.125898443304579,1.2353472890292378,11.997218436977,1.2637348867053795,-0.008241925137057196,13.66053682035747,118.02000000000001,High,Normal,Very High Stress
20-01-2026 18:15,5.0,20,89.2,16.5,0.256,0.058,3.411691093089533,1.5981887218209845,10.823094003532681,5.172161140980506,0.0029396953276372303,22.684732191545045,109.02000000000001,Elevated,Normal,Very High Stress
20-01-2026 18:15,6.0,20,54.5,16.5,0.308,0.056,6.896319056987558,0.8058216172212234,10.183105420979839,4.080215758949105,-0.007752026175432047,15.632238973702842,74.32,Normal,Normal,Very High Stress
20-01-2026 18:15,7.0,20,53.1,16.4,0.292,0.035,0.3398442836038198,1.7333962484297907,18.387595510616197,2.9853721845909136,0.0002067609423361595,10.82014731288351,72.92,Normal,Normal,Very High Stress
20-01-2026 18:15,8.0,20,96.0,16.6,0.524,0.035,6.839613003647923,0.3885545271392089,13.196571061135408,2.3298227496736597,0.003883981464584102,12.662617880373466,115.82,High,Normal,Very High Stress
20-01-2026 18:15,9.0,20,63.6,16.6,0.519,0.221,1.6401662166864024,1.0595102959954013,4.379518123809333,1.399038516087522,0.006501491710196618,22.44567410528802,83.42,Normal,Normal,Very High Stress
20-01-2026 18:15,10.0,20,86.0,16.4,0.366,0.025,4.868219726758155,1.167132861012867,-0.4677642528561581,4.295963676534074,0.0051589829742126805,14.200974022993615,105.82,Elevated,Normal,Very High Stress
20-01-2026 18:15,11.0,20,69.4,16.9,0.341,0.053,2.5278608273454313,0.7245403617214459,12.06731704372141,2.0856079559118896,-3.6560256631690795e-05,22.682742086246478,89.22,Normal,Normal,Very High Stress
20-01-2026 18:15,12.0,20,62.9,16.6,0.443,0.013,8.332168194061666,0.9715754993604033,18.16963395483436,1.1022005487418498,0.013018051023512287,19.84517729764651,82.72,Normal,Normal,Very High Stress
20-01-2026 18:15,13.0,20,65.4,16.7,0.365,0.034,3.7123472922993646,1.5509433102580745,5.1434379903921,0.25700737742729496,0.013259548861587514,15.137796275966588,85.22,Normal,Normal,Very High Stress
20-01-2026 18:15,14.0,20,67.7,16.9,0.342,0.051,8.353945972965104,0.9627899147707211,16.43930047812534,5.711128172287189,-0.0019493100301253632,15.929276383518701,87.52000000000001,Normal,Normal,Very High Stress
20-01-2026 18:15,15.0,20,70.6,16.4,0.366,0.064,5.251052451727582,1.394213711166071,15.033069341725689,2.9226865266243185,-0.013213805563907846,17.374130912799274,90.41999999999999,Elevated,Normal,Very High Stress
20-01-2026 18:15,16.0,20,78.0,16.5,0.453,0.235,4.181398403110228,0.960631810020231,15.00452673729033,0.9315746760662833,-0.0054362071893869855,11.157763875740354,97.82,Elevated,Normal,Very High Stress
20-01-2026 18:15,17.0,20,103.0,16.6,0.716,0.047,7.154572572815107,1.0738993402699721,-6.505298849681484,4.060114794817577,0.014675373909373339,6.156054984495615,122.82,High,Normal,Very High Stress
20-01-2026 18:15,18.0,20,57.1,13.6,0.421,0.017,6.595806713584066,1.444560046041615,12.934426455807019,-0.8681513474143729,0.00023090148772217243,14.0319584492711,76.92,Normal,Normal,Very High Stress
20-01-2026 18:15,19.0,20,52.3,16.4,0.512,0.044,2.222865417381067,0.786568735417388,4.647303366330135,2.5567282757957726,-0.004696106038204011,22.469371956770797,72.12,Normal,Normal,Very High Stress
20-01-2026 18:15,20.0,20,81.8,16.6,0.38,0.017,4.516019985096896,0.8904419378814943,7.649743506274533,2.1801339344357604,-0.024348301148777295,8.1915188602506,101.62,Elevated,Normal,Very High Stress
20-01-2026 18:15,21.0,20,67.7,16.4,0.26,0.03,1.9846079081197798,1.6816446860747258,11.166416810242781,5.613591684012976,0.00815585613064947,19.609048531567517,87.52000000000001,Normal,Normal,Very High Stress
20-01-2026 18:15,22.0,20,74.4,16.4,0.32,0.04,1.9513526851086938,1.1661518471920445,5.5759630829896665,3.7864283520734343,-0.0007198573897105684,13.83438087998695,94.22,Elevated,Normal,Very High Stress
20-01-2026 18:15,23.0,20,109.1,16.7,0.337,0.162,6.768982748927932,0.7858650788102082,13.829776689477038,3.737167093121306,0.01004022367002256,18.56100379827204,128.92,High,Normal,Very High Stress
20-01-2026 18:15,24.0,20,90.8,16.9,0.37,0.027,5.141954090735493,1.155018754773061,13.940193107989508,4.2662186198678045,-0.0022376507617777957,20.21926211386376,110.62,Elevated,Normal,Very High Stress
20-01-2026 18:15,25.0,20,60.7,16.4,0.587,0.155,5.133193998273848,1.546803529325268,10.0746298527007,3.8366607510456956,-0.001486412434181552,15.454312206467993,80.52000000000001,Normal,Normal,Very High Stress
20-01-2026 18:15,26.0,20,80.0,16.9,0.606,0.101,5.381411615056128,0.8648077296704463,4.230349772497638,7.108822028827928,-0.004115100796921161,12.069110548078488,99.82,Elevated,Normal,Very High Stress
20-01-2026 18:15,27.0,20,133.3,14.7,0.207,0.0,0.6229071951542515,1.387170699794405,16.761964746763148,3.1205554118057024,-0.00874107761979249,13.435683662831622,153.12,High,Normal,Very High Stress
20-01-2026 18:15,28.0,20,92.3,16.5,0.345,0.039,3.166866122494042,1.657688340335365,9.144036990514792,1.4952745153403242,0.0035208328602761123,12.383016831907419,112.12,Elevated,Normal,Very High Stress
20-01-2026 18:15,29.0,20,100.0,16.7,0.416,0.06,7.134630008109686,0.7238223838119373,10.06130467231173,0.17116498512706935,-0.005261088096135007,21.028889705926936,119.82,High,Normal,Very High Stress
20-01-2026 18:15,30.0,20,75.0,16.9,0.275,0.031,7.888063805316063,1.9151154897478695,19.41514099591413,6.020474587768469,-0.000585502776238868,20.35024543958713,94.82,Elevated,Normal,Very High Stress
20-01-2026 18:15,31.0,20,90.3,16.5,0.5,0.069,4.6353584422889895,1.041974259890528,3.2228503914827087,2.93227287876942,-0.034450071320530566,19.924327413619302,110.12,Elevated,Normal,Very High Stress
20-01-2026 18:15,32.0,20,57.1,16.8,0.362,0.024,5.076895215023177,0.05865369072630289,10.712198880234443,4.8306405299447475,-0.0008627331886102083,20.177480912614364,76.92,Normal,Normal,Very High Stress
20-01-2026 18:15,33.0,20,75.0,16.8,0.414,0.069,3.1909511263114405,1.2077907687537013,15.102759837836002,2.362425589115542,-0.006590565698443791,17.243649987319376,94.82,Elevated,Normal,Very High Stress
20-01-2026 18:15,34.0,20,76.7,16.7,0.409,0.054,8.553526025562409,1.1988062682701808,2.7331366649835243,1.834919170258053,0.003771320185933524,12.631803191458289,96.52000000000001,Elevated,Normal,Very High Stress
20-01-2026 18:15,35.0,20,59.9,16.6,0.597,0.087,5.170900435012482,1.5941888380827318,4.165126438664352,1.3269666497875223,0.009453624950997537,15.880852332503592,79.72,Normal,Normal,Very High Stress
20-01-2026 18:15,36.0,20,85.7,16.5,0.643,0.073,4.918044971900377,0.10704924324237297,6.7555315383574985,3.5475511154165087,0.016186982166928744,5.872415846507442,105.52000000000001,Elevated,Normal,Very High Stress
20-01-2026 18:15,37.0,20,76.2,16.6,0.364,0.097,7.19226677325817,0.9322650366354253,16.038779163856006,0.9781478104858561,0.014468558345128649,11.19187637290421,96.02000000000001,Elevated,Normal,Very High Stress
